product_id,sku,name,category,price,in_stock,created_at,weight_kg
8224,SKU-PI48-1171,Portable Yoga Mat,Grocery,969.8,False,2026-06-01 04:47:27,39.0
8225,SKU-OS98-6685,Adjustable Desk Lamp,Grocery,1977.92,True,2026-04-13 11:24:05,18.92
8226,SKU-DD05-8181,Adjustable Headphones,Home & Kitchen,2375.37,True,2025-01-08 09:20:38,30.87
8227,SKU-BJ11-2000,Organic Water Bottle,Grocery,1565.96,False,2026-07-30 08:08:00,1.56
8228,SKU-BU32-6053,Premium Backpack,Toys & Games,2150.56,True,2025-09-29 23:02:06,30.28
8229,SKU-PT55-8554,Premium Desk Lamp,,1970.54,True,2025-08-24 07:37:01,40.2
8230,SKU-NS52-8770,Adjustable Headphones,Home & Kitchen,1913.8,False,2025-08-18 02:06:44,41.53
8231,SKU-YL69-3985,Wireless Headphones,Toys & Games,887.23,True,2026-04-30 08:28:04,3.28
8232,SKU-YD05-6975,Premium Coffee Grinder,Grocery,1159.28,True,2025-12-09 17:39:02,45.4
8233,SKU-DN14-1879,Adjustable Headphones,Apparel,200.79,True,2025-09-05 06:06:53,3.99
8234,SKU-MB92-7654,Adjustable Yoga Mat,Toys & Games,235.52,False,2026-01-03 23:49:45,37.0
8235,SKU-ZA90-5851,Premium Coffee Grinder,Office Supplies,1771.07,True,2026-01-01 20:44:02,31.45
8236,SKU-BS06-5009,Adjustable Notebook,Apparel,2055.38,False,2026-06-13 15:18:26,37.6
8237,SKU-OR54-5319,Organic Notebook,Electronics,2291.91,True,2025-01-15 08:54:23,13.03
8238,SKU-DY63-2877,Premium Headphones,Apparel,1150.27,True,2025-07-04 05:37:33,5.24
8239,SKU-HV44-6550,Portable Water Bottle,Home & Kitchen,1413.08,True,2025-01-19 04:54:13,35.9
8240,SKU-MJ16-1697,Premium Notebook,Office Supplies,364.77,False,2026-04-23 23:36:28,34.62
8241,SKU-PB17-4601,Portable Coffee Grinder,Toys & Games,1090.45,True,2025-07-11 02:24:11,31.13
8242,SKU-OC78-0150,Insulated Backpack,Beauty,2270.35,False,2025-03-01 03:19:07,20.86
8243,SKU-XL64-5269,Premium Coffee Grinder,Beauty,1827.57,True,2025-03-04 07:29:56,3.98
8244,SKU-MU96-5687,Compact Notebook,Electronics,484.46,True,2026-02-26 19:37:31,22.69
8245,SKU-LO46-0221,Organic Water Bottle,Grocery,1933.17,True,2025-01-07 03:14:46,10.41
8246,SKU-DT95-8437,Compact Yoga Mat,Electronics,1808.03,True,2025-08-03 23:21:20,27.05
8247,SKU-BN71-5062,Adjustable Notebook,Beauty,138.55,False,2025-12-31 13:36:51,13.67
8248,SKU-IG47-5686,Organic Backpack,Beauty,1687.31,True,2025-04-21 19:14:22,
8249,SKU-ZL51-2079,Organic Coffee Grinder,Beauty,2492.04,True,2026-03-31 20:16:51,49.96
8250,SKU-FS26-1753,Compact Yoga Mat,Toys & Games,298.81,False,2025-06-21 12:47:51,8.65
8251,SKU-NT33-8013,Insulated Desk Lamp,,8.2,False,2025-08-30 14:10:13,8.09
8252,SKU-WY74-9747,Insulated Yoga Mat,Toys & Games,107.86,False,2024-12-22 14:01:10,4.9
8253,SKU-JO37-1360,Portable Water Bottle,Electronics,813.17,True,2025-12-09 14:19:48,40.19
8254,SKU-PM33-5479,Wireless Yoga Mat,Electronics,85.17,True,2025-07-31 16:39:16,40.43
8255,SKU-QG80-9425,Adjustable Headphones,Office Supplies,1505.85,False,2025-04-16 04:38:56,4.9
8256,SKU-IX95-3769,Organic Coffee Grinder,Electronics,2208.64,True,2026-01-13 16:25:35,5.3
8257,SKU-AU70-7359,Wireless Headphones,Sports & Outdoors,1705.52,True,2025-05-02 17:31:33,5.74
8258,SKU-LF10-1601,Adjustable Desk Lamp,Home & Kitchen,708.88,False,2026-07-09 03:12:40,47.68
8259,SKU-QQ87-0542,Organic Notebook,Electronics,846.12,False,2026-02-21 04:33:03,27.5
8260,SKU-SH97-6231,Adjustable Headphones,Sports & Outdoors,247.52,False,2025-05-17 21:18:27,35.12
8261,SKU-DP54-3932,Organic Backpack,Beauty,1779.05,False,2025-05-05 01:36:52,39.78
8262,SKU-YE01-6487,Organic Notebook,Beauty,1583.37,False,2026-03-20 08:53:24,46.88
8263,SKU-YE42-6392,Organic Water Bottle,Toys & Games,962.42,False,2025-10-07 16:57:48,44.71
8264,SKU-CZ07-1015,Organic Water Bottle,Sports & Outdoors,2156.47,True,2025-10-26 22:55:04,33.65
8265,SKU-XR12-0590,Compact Headphones,Apparel,2284.98,True,2024-12-14 12:11:27,49.58
8266,SKU-FI69-9182,Insulated Notebook,Toys & Games,1584.5,False,2026-05-04 20:52:30,26.8
8267,SKU-BQ38-6802,Premium Coffee Grinder,Electronics,1655.08,False,2024-10-11 19:02:15,14.11
8268,SKU-WX88-4108,Adjustable Desk Lamp,Office Supplies,1915.59,True,2026-03-09 18:40:41,4.78
8269,SKU-YG03-9476,Insulated Notebook,Beauty,2354.72,True,2024-10-18 13:30:07,
8270,SKU-QA54-9318,Organic Coffee Grinder,,2262.4,True,2025-10-04 23:27:53,0.52
8271,SKU-DZ33-2031,Portable Notebook,Grocery,1149.82,True,2026-03-02 13:22:01,12.33
8272,SKU-MQ35-1053,Insulated Desk Lamp,Grocery,2415.05,True,2026-02-25 07:03:13,11.13
8273,SKU-FN61-1907,Insulated Headphones,Sports & Outdoors,2202.4,True,2026-06-01 00:52:50,20.31
8274,SKU-ZL43-5650,Organic Backpack,Home & Kitchen,727.6,False,2024-08-24 22:15:31,
8275,SKU-UU33-1126,Premium Water Bottle,Toys & Games,954.2,True,2025-12-29 19:20:07,43.9
8276,SKU-IY22-2688,Portable Notebook,Toys & Games,931.99,False,2024-10-11 12:31:38,1.87
8277,SKU-UQ64-8324,Compact Desk Lamp,Electronics,2038.95,True,2026-07-08 10:08:51,47.87
8278,SKU-BZ99-8556,Wireless Desk Lamp,Grocery,842.87,True,2025-11-11 09:49:19,17.14
8279,SKU-FW87-3660,Wireless Yoga Mat,Home & Kitchen,312.89,False,2026-04-23 08:25:40,49.52
8280,SKU-MD21-5767,Organic Headphones,Grocery,2492.72,True,2025-03-07 01:15:37,
8281,SKU-HV82-7106,Adjustable Headphones,Beauty,2238.83,True,2026-01-09 15:12:06,1.87
8282,SKU-CM29-0835,Adjustable Water Bottle,Apparel,1722.28,False,2026-03-20 09:52:57,
8283,SKU-EV13-3210,Portable Backpack,Beauty,1760.95,False,2025-05-30 03:42:04,46.95
8284,SKU-HC36-9958,Adjustable Water Bottle,Apparel,1816.23,True,2025-12-02 01:33:20,1.86
8285,SKU-VQ85-7126,Organic Desk Lamp,Apparel,1498.41,True,2024-12-08 09:51:58,24.46
8286,SKU-PC28-5972,Adjustable Notebook,Beauty,2032.34,True,2024-09-08 12:26:02,4.08
8287,SKU-XZ47-4572,Compact Desk Lamp,Beauty,2411.0,False,2025-05-01 08:38:23,40.52
8288,SKU-DS78-1791,Portable Yoga Mat,Beauty,2380.43,False,2025-08-12 22:30:04,21.27
8289,SKU-XV16-4727,Wireless Desk Lamp,Home & Kitchen,1142.13,False,2025-08-02 03:04:05,9.72
8290,SKU-QJ76-8723,Adjustable Yoga Mat,Office Supplies,993.77,True,2026-04-07 10:14:01,
8291,SKU-BN06-8798,Portable Notebook,Apparel,152.74,False,2025-05-27 05:05:12,
8292,SKU-ND32-1691,Organic Backpack,Electronics,621.17,False,2025-09-10 10:13:09,
8293,SKU-LN23-7523,Adjustable Yoga Mat,Office Supplies,1224.89,False,2026-03-05 00:27:52,29.83
8294,SKU-LE25-6526,Portable Notebook,Electronics,2279.48,True,2025-01-26 03:26:17,21.73
8295,SKU-NC27-3886,Organic Desk Lamp,Toys & Games,2311.14,False,2026-05-06 16:08:01,23.15
8296,SKU-EK09-2414,Insulated Yoga Mat,Office Supplies,275.24,True,2024-10-15 02:34:00,
8297,SKU-TL38-4018,Compact Notebook,Grocery,132.67,True,2025-03-16 14:58:47,18.62
8298,SKU-NA09-6171,Insulated Coffee Grinder,Sports & Outdoors,1099.87,True,2025-04-28 23:41:52,1.92
8299,SKU-EZ86-4221,Organic Coffee Grinder,Home & Kitchen,650.11,True,2026-01-06 19:56:56,5.49
8300,SKU-JG91-1816,Wireless Backpack,Toys & Games,933.08,True,2026-02-16 12:51:53,27.41
8301,SKU-IB90-7626,Wireless Notebook,Toys & Games,1055.49,True,2025-07-22 13:32:35,14.44
8302,SKU-AP41-9350,Organic Water Bottle,Office Supplies,1933.6,False,2026-04-04 03:48:34,
8303,SKU-CC43-8610,Portable Coffee Grinder,Toys & Games,1536.17,False,2026-03-31 07:33:53,10.65
8304,SKU-CV75-1800,Premium Coffee Grinder,Sports & Outdoors,799.0,False,2024-08-24 14:57:22,19.17
8305,SKU-MJ75-1467,Organic Backpack,Sports & Outdoors,1076.42,True,2025-05-31 00:04:07,35.33
8306,SKU-NX36-9667,Adjustable Headphones,Office Supplies,2422.04,True,2024-10-26 02:49:41,3.75
8307,SKU-IS50-4188,Compact Headphones,Electronics,1705.32,True,2024-10-26 23:44:11,32.84
8308,SKU-XP44-3061,Portable Water Bottle,Apparel,497.44,False,2024-11-17 00:30:45,20.48
